"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_04","~1","~1","~name_fence",8885.90963542714,10104.4571582911,"name_fence"
"model_05","~name_fence","~name_fence","~1",10004.3673595019,11727.6387084042,"name_fence"
"model_06","~name_fence","~1","~name_fence",15888.6183835045,19645.2057173041,"name_fence"
"model_07","~1","~name_fence","~name_fence",17140.025770763,20896.6131045626,"name_fence"
"model_01","~name_house","~name_house","~name_house",8923.33773058667,10985.4950769719,"name_house"
"model_02","~name_house","~1","~1",6186.0425981121,7008.02140051739,"name_house"
"model_03","~1","~name_house","~1",7452.11399226042,8310.14449652559,"name_house"
"model_04","~1","~1","~name_house",9656.60205234148,10803.0461714857,"name_house"
"model_05","~name_house","~name_house","~1",7937.92151647532,9185.31040082719,"name_house"
"model_06","~name_house","~1","~name_house",9254.25631721582,10761.2174549588,"name_house"
"model_07","~1","~name_house","~name_house",7696.35622357363,9073.53123462108,"name_house"
"model_01","~name_house..group.","~name_house..group.","~name_house..group.",8336.22436714364,9944.13027009433,"name_house..group."
"model_02","~name_house..group.","~1","~1",6563.67144232677,7349.59854287218,"name_house..group."
"model_03","~1","~name_house..group.","~1",6549.61607200494,7335.54317255035,"name_house..group."
"model_04","~1","~1","~name_house..group.",9306.25149833098,10344.5405118955,"name_house..group."
"model_05","~name_house..group.","~name_house..group.","~1",7349.75252384427,8597.14140819615,"name_house..group."
"model_06","~name_house..group.","~1","~name_house..group.",6563.8852981157,7811.27418246758,"name_house..group."
"model_07","~1","~name_house..group.","~name_house..group.",7642.84219205771,8890.23107640959,"name_house..group."
"model_01","~name_person","~name_person","~name_person",9744.41685246281,12008.4637292633,"name_person"
"model_02","~name_person","~1","~1",5610.63691284513,6288.40890781089,"name_person"
"model_03","~1","~name_person","~1",7623.11908819673,8589.30469804154,"name_person"
"model_04","~1","~1","~name_person",9037.45827799026,10039.6955896949,"name_person"
"model_05","~name_person","~name_person","~1",7756.5861667403,9003.97505109218,"name_person"
"model_06","~name_person","~1","~name_person",9804.96852962423,11571.5019207584,"name_person"
"model_07","~1","~name_person","~name_person",8270.39833299576,9820.62151297064,"name_person"
"model_01","~name_special.building","~name_special.building","~name_special.building",14820.2944613022,18800.402346633,"name_special.building"
"model_02","~name_special.building","~1","~1",5969.73350132301,6719.60890000854,"name_special.building"
"model_03","~1","~name_special.building","~1",6820.06964633895,7642.04844874423,"name_special.building"
"model_04","~1","~1","~name_special.building",9701.7174366554,10884.2132576595,"name_special.building"
"model_05","~name_special.building","~name_special.building","~1",9498.34963552738,10832.262604343,"name_special.building"
"model_06","~name_special.building","~1","~name_special.building",13989.8511518616,17400.3421478063,"name_special.building"
"model_07","~1","~name_special.building","~name_special.building",14075.8079377999,17096.940553658,"name_special.building"
"model_01","~name_street.light","~name_street.light","~name_street.light",10682.2871689173,12845.3892805101,"name_street.light"
"model_02","~name_street.light","~1","~1",7578.93280286933,8509.06671085425,"name_street.light"
"model_03","~1","~name_street.light","~1",7504.60444952488,8398.68665564993,"name_street.light"
"model_04","~1","~1","~name_street.light",9262.34449655704,10336.6852119815,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",9161.03973163033,10624.7388271415,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",10407.6252675029,12130.8966164052,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",9779.75027394128,11459.7595806117,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",9004.4945585797,11117.1242875687,"name_tenement"
"model_02","~name_tenement","~1","~1",7808.49142433498,8738.62533231991,"name_tenement"
"model_03","~1","~name_tenement","~1",9032.22410003619,10034.4614117409,"name_tenement"
"model_04","~1","~1","~name_tenement",7773.72448327127,8739.91009311608,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",9828.76406391631,11422.249286123,"name_tenement"
"model_06","~name_tenement","~1","~name_tenement",9118.17884203983,10971.2363176377,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",9456.29234800798,11049.7775702147,"name_tenement"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light",12001.3009703473,14871.0164383938,"name_traffic.light"
"model_02","~name_traffic.light","~1","~1",7357.24933356007,8251.33153968512,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",7019.30691026045,7913.38911638549,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",9888.95962619343,11215.662254637,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",7549.7485662828,8926.92357733025,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",12132.5267725375,14547.9907971495,"name_traffic.light"
"model_07","~1","~name_traffic.light","~name_traffic.light",11521.2926869187,13763.7085426033,"name_traffic.light"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign",12270.8519586206,15090.0950440633,"name_traffic.sign"
"model_02","~name_traffic.sign","~1","~1",7109.5574278833,7895.48452842871,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",6937.03113655978,7795.06164082495,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",8664.72835296531,9703.01736652988,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",6942.20367744305,8146.33051956307,"name_traffic.sign"
"model_06","~name_traffic.sign","~1","~name_traffic.sign",12843.0184189851,15388.2685702927,"name_traffic.sign"
"model_07","~1","~name_traffic.sign","~name_traffic.sign",11746.1747499035,13858.8044788925,"name_traffic.sign"
"model_01","~name_tree","~name_tree","~name_tree",13436.9637575474,16760.9306690284,"name_tree"
"model_02","~name_tree","~1","~1",8783.84017829294,9677.92238441799,"name_tree"
"model_03","~1","~name_tree","~1",9222.2273157804,10152.3612237653,"name_tree"
"model_04","~1","~1","~name_tree",9039.85895608885,10222.3547770929,"name_tree"
"model_05","~name_tree","~name_tree","~1",9972.24304267871,11695.514391581,"name_tree"
"model_06","~name_tree","~1","~name_tree",12540.2468516807,15128.7590452201,"name_tree"
"model_07","~1","~name_tree","~name_tree",11495.923804733,13522.0294492583,"name_tree"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.",9435.87020542397,11548.499934413,"name_tree..group."
"model_02","~name_tree..group.","~1","~1",6725.01699479753,7546.99579720281,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",6022.25964189158,6772.13504057711,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",9696.29716965723,11022.9997981008,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",7435.88663591056,8899.58573142173,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",9774.71153133579,11627.7690069337,"name_tree..group."
"model_01","~name_truck","~name_truck","~name_truck",14303.4894172788,17576.983946156,"name_truck"
"model_02","~name_truck","~1","~1",8815.40324057568,9853.69225414025,"name_truck"
"model_03","~1","~name_truck","~1",9620.32576091246,10802.8215819166,"name_truck"
"model_05","~name_truck","~name_truck","~1",10456.7422643451,12223.2756554793,"name_truck"
"model_07","~1","~name_truck","~name_truck",12765.3885481414,14964.5423615941,"name_truck"
"model_01","~object","~object","~object",9191.65367355052,11253.8110199357,"object"
"model_02","~object","~1","~1",7742.1945383109,8672.32844629582,"object"
"model_03","~1","~object","~1",9498.1911503067,10644.6352694509,"object"
"model_04","~1","~1","~object",7940.11332824988,8942.35063995457,"object"
"model_05","~object","~object","~1",8054.55132157149,9431.72633261894,"object"
"model_06","~object","~1","~object",10031.470019374,12014.3136216675,"object"
"model_07","~1","~object","~object",8894.52159956361,10444.7447795385,"object"
"model_01","~velocity","~velocity","~velocity",8497.94142442639,10560.0987708116,"velocity"
"model_02","~velocity","~1","~1",7800.48955448386,8658.52005874903,"velocity"
"model_03","~1","~velocity","~1",10532.8424872088,11607.1832026333,"velocity"
"model_04","~1","~1","~velocity",9614.51345032665,10544.6473583116,"velocity"
"model_05","~velocity","~velocity","~1",8345.94701802613,9636.59794460987,"velocity"
"model_06","~velocity","~1","~velocity",8835.75239876797,10039.879240888,"velocity"
"model_07","~1","~velocity","~velocity",10492.9776023783,12086.462824585,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",8785.56182411021,10746.7744052877,"vertical_down"
"model_02","~vertical_down","~1","~1",7604.43109557937,8498.51330170442,"vertical_down"
"model_03","~1","~vertical_down","~1",8469.95710654223,9472.19441824692,"vertical_down"
"model_04","~1","~1","~vertical_down",8035.55902950234,9073.84804306691,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",7528.64800129552,8776.0368856474,"vertical_down"
"model_06","~vertical_down","~1","~vertical_down",9680.68207724476,11533.7395528426,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",9787.33335968821,11467.3426663587,"vertical_down"
"model_01","~vertical_up","~vertical_up","~vertical_up",10097.2883793099,12512.7524039219,"vertical_up"
"model_02","~vertical_up","~1","~1",7420.08637818517,8314.16858431022,"vertical_up"
"model_03","~1","~vertical_up","~1",7836.09771995489,8694.12822422005,"vertical_up"
"model_04","~1","~1","~vertical_up",8914.8871801834,9989.22789560786,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",8411.16437027296,9745.07733908856,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",11010.7250548651,13123.3547838541,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",10233.6642322192,12303.0319189764,"vertical_up"
