"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_04","~1","~1","~name_electric.pole",-19957.7413276864,-17673.6334250034,"name_electric.pole"
"model_05","~name_electric.pole","~name_electric.pole","~1",-18278.7822214189,-15631.1138913193,"name_electric.pole"
"model_06","~name_electric.pole","~1","~name_electric.pole",-17798.8912161361,-14819.27640883,"name_electric.pole"
"model_07","~1","~name_electric.pole","~name_electric.pole",-18916.464252382,-16316.2168475976,"name_electric.pole"
"model_01","~name_fence","~name_fence","~name_fence",-16917.2507067192,-13992.9603122808,"name_fence"
"model_02","~name_fence","~1","~1",-21429.9754765141,-20133.8035178982,"name_fence"
"model_03","~1","~name_fence","~1",-20947.9616366316,-19375.1676136769,"name_fence"
"model_04","~1","~1","~name_fence",-19917.2962084456,-18463.0544987789,"name_fence"
"model_05","~name_fence","~name_fence","~1",-19411.2580197308,-17237.7989427834,"name_fence"
"model_07","~1","~name_fence","~name_fence",-18580.7471265034,-16549.5508255016,"name_fence"
"model_01","~name_house","~name_house","~name_house",-21895.6062191234,-19026.6402375528,"name_house"
"model_02","~name_house","~1","~1",-19693.6432000496,-18397.4712414337,"name_house"
"model_03","~1","~name_house","~1",-19674.5807086338,-18496.961063306,"name_house"
"model_04","~1","~1","~name_house",-20654.6517919814,-19358.4798333655,"name_house"
"model_05","~name_house","~name_house","~1",-19677.112148904,-17883.0204744783,"name_house"
"model_06","~name_house","~1","~name_house",-21774.3586326487,-19458.6367797556,"name_house"
"model_07","~1","~name_house","~name_house",-20152.1500880082,-18405.4793388977,"name_house"
"model_01","~name_house..group.","~name_house..group.","~name_house..group.",-17372.1374603316,-15499.0109103805,"name_house..group."
"model_02","~name_house..group.","~1","~1",-19795.4220651775,-18380.6977932736,"name_house..group."
"model_03","~1","~name_house..group.","~1",-20040.1032235996,-18585.861513933,"name_house..group."
"model_04","~1","~1","~name_house..group.",-20548.906439269,-19252.7344806531,"name_house..group."
"model_05","~name_house..group.","~name_house..group.","~1",-19282.457617689,-16966.735764796,"name_house..group."
"model_06","~name_house..group.","~1","~name_house..group.",-18787.5666998184,-16661.5285481862,"name_house..group."
"model_07","~1","~name_house..group.","~name_house..group.",-18499.9871884027,-16705.895513977,"name_house..group."
"model_01","~name_person","~name_person","~name_person",-17294.1637319138,-14425.1977503432,"name_person"
"model_02","~name_person","~1","~1",-20896.3586322059,-19837.291300166,"name_person"
"model_03","~1","~name_person","~1",-20527.3733840014,-18796.509609996,"name_person"
"model_04","~1","~1","~name_person",-20251.6320269348,-18639.3205662174,"name_person"
"model_05","~name_person","~name_person","~1",-19123.4794620999,-17329.3877876742,"name_person"
"model_06","~name_person","~1","~name_person",-18546.2239813707,-16372.7649044232,"name_person"
"model_07","~1","~name_person","~name_person",-18404.8002507925,-15709.7109953777,"name_person"
"model_02","~name_special.building","~1","~1",-20596.6312806776,-19379.494197587,"name_special.building"
"model_03","~1","~name_special.building","~1",-20172.647230357,-18836.9578339784,"name_special.building"
"model_04","~1","~1","~name_special.building",-21185.0803797798,-19691.3212323505,"name_special.building"
"model_05","~name_special.building","~name_special.building","~1",-18019.4779142902,-15846.0188373428,"name_special.building"
"model_06","~name_special.building","~1","~name_special.building",-19825.4291672401,-17272.6026877709,"name_special.building"
"model_07","~1","~name_special.building","~name_special.building",-19322.917660889,-16912.3539573655,"name_special.building"
"model_02","~name_street.light","~1","~1",-19985.8831576834,-19084.8855766942,"name_street.light"
"model_03","~1","~name_street.light","~1",-21776.9933667094,-20283.2342192801,"name_street.light"
"model_04","~1","~1","~name_street.light",-17030.8364749076,-14588.658821174,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",-19211.7587799189,-16706.3532257649,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",-18809.2980603159,-15545.1577011185,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",-18079.4628241528,-15336.9526434227,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",-13737.2979957648,-9208.59962816157,"name_tenement"
"model_02","~name_tenement","~1","~1",-18532.1002533952,-17393.99804583,"name_tenement"
"model_03","~1","~name_tenement","~1",-21840.0143927381,-20109.1506187327,"name_tenement"
"model_04","~1","~1","~name_tenement",-18144.5126190721,-16216.0616562533,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",-18427.2196178873,-15921.8140637334,"name_tenement"
"model_06","~name_tenement","~1","~name_tenement",-16289.8911402487,-13168.013556997,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",-18541.9540697526,-16036.5485155986,"name_tenement"
"model_02","~name_traffic.light","~1","~1",-17971.0645816805,-16911.9972496407,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",-19020.1292866133,-17644.922452472,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",-20394.3298727825,-18228.7742833876,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",-17402.0949036129,-15513.1613785568,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",-16303.3549205431,-13513.4238144978,"name_traffic.light"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign",-20477.2320733423,-17110.3463759619,"name_traffic.sign"
"model_02","~name_traffic.sign","~1","~1",-21164.2431964171,-19868.0712378011,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",-20648.1182314222,-18956.7718951795,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",-20489.6721942398,-18719.2909824717,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",-21065.6435765373,-18844.7635742746,"name_traffic.sign"
"model_06","~name_traffic.sign","~1","~name_traffic.sign",-20571.4387635274,-18066.0332093735,"name_traffic.sign"
"model_07","~1","~name_traffic.sign","~name_traffic.sign",-19515.5725010143,-16725.6413949691,"name_traffic.sign"
"model_01","~name_tree","~name_tree","~name_tree",-17661.6937207228,-13962.8615461358,"name_tree"
"model_02","~name_tree","~1","~1",-20522.0430403356,-19265.3885194824,"name_tree"
"model_03","~1","~name_tree","~1",-20879.0830401877,-19503.8762060464,"name_tree"
"model_04","~1","~1","~name_tree",-18419.4222042973,-16411.9363659531,"name_tree"
"model_05","~name_tree","~name_tree","~1",-20582.7809854485,-18741.2683857076,"name_tree"
"model_06","~name_tree","~1","~name_tree",-17058.9306429285,-13605.1065824702,"name_tree"
"model_07","~1","~name_tree","~name_tree",-18876.7188438275,-16513.5760656192,"name_tree"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.",-17296.2757187765,-14206.0120857349,"name_tree..group."
"model_02","~name_tree..group.","~1","~1",-17950.0186559654,-16693.3641351122,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",-19319.1715761221,-17706.8601154048,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",-20131.0715170186,-18597.7949318266,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",-18817.5383078597,-16359.553679021,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",-18642.6512619857,-16279.5084837774,"name_tree..group."
"model_07","~1","~name_tree..group.","~name_tree..group.",-18597.5650247512,-16234.4222465429,"name_tree..group."
"model_02","~name_truck","~1","~1",-20297.3917874053,-19080.2547043147,"name_truck"
"model_03","~1","~name_truck","~1",-20419.054411736,-19162.3998908828,"name_truck"
"model_04","~1","~1","~name_truck",-20209.1073434923,-18873.4179471137,"name_truck"
"model_05","~name_truck","~name_truck","~1",-14011.6154366248,-10605.2123014817,"name_truck"
"model_07","~1","~name_truck","~name_truck",-18449.1266036164,-15754.0373482016,"name_truck"
"model_01","~object","~object","~object",-12394.254208794,-8861.39527281032,"object"
"model_02","~object","~1","~1",-17981.0324544512,-16842.930246886,"object"
"model_03","~1","~object","~1",-21679.0572111718,-20145.7806259798,"object"
"model_04","~1","~1","~object",-20356.4878029378,-18507.0717156444,"object"
"model_05","~object","~object","~1",-17919.0725659644,-15650.7716383865,"object"
"model_06","~object","~1","~object",-16745.5344101418,-14192.7079306726,"object"
"model_07","~1","~object","~object",-19532.8885633633,-16980.0620838941,"object"
"model_01","~velocity","~velocity","~velocity",-16729.0039215097,-13528.0914627326,"velocity"
"model_02","~velocity","~1","~1",-15114.6014184256,-14016.0166486231,"velocity"
"model_03","~1","~velocity","~1",-18815.6736614368,-17282.3970762448,"velocity"
"model_04","~1","~1","~velocity",-19760.0522222287,-17673.5315083592,"velocity"
"model_05","~velocity","~velocity","~1",-16931.1730766047,-14805.1349249724,"velocity"
"model_06","~velocity","~1","~velocity",-15589.6228354382,-12752.2708040777,"velocity"
"model_07","~1","~velocity","~velocity",-18311.4786150941,-15379.2847331032,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",-19025.0944850542,-15990.1552648804,"vertical_down"
"model_02","~vertical_down","~1","~1",-18563.8825119328,-17465.2977421303,"vertical_down"
"model_03","~1","~vertical_down","~1",-21932.7869870255,-20439.0278395961,"vertical_down"
"model_04","~1","~1","~vertical_down",-20412.8822644061,-18602.9836148753,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",-20096.6634494018,-17686.0997458783,"vertical_down"
"model_06","~vertical_down","~1","~vertical_down",-18453.7678051901,-16090.6250269818,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",-19153.0160678384,-16695.0314389997,"vertical_down"
"model_01","~vertical_up","~vertical_up","~vertical_up",-17806.6501416403,-14771.7109214664,"vertical_up"
"model_02","~vertical_up","~1","~1",-19157.708444003,-18059.1236742005,"vertical_up"
"model_03","~1","~vertical_up","~1",-19468.8038967864,-17975.0447493571,"vertical_up"
"model_04","~1","~1","~vertical_up",-21046.9216824342,-19553.1625350049,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",-18733.894476919,-16323.3307733955,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",-17965.2332373175,-15791.77416037,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",-19465.0709289958,-17054.5072254723,"vertical_up"
