"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_05","~name_person","~name_person","~1",-20016.73174637,-17985.5354453682,"name_person"
"model_06","~name_person","~1","~name_person",-19740.6581144781,-16191.9922033894,"name_person"
"model_07","~1","~name_person","~name_person",-17776.8728749304,-15129.2045448307,"name_person"
"model_01","~name_special.building","~name_special.building","~name_special.building",-20790.2674157153,-13661.3216433277,"name_special.building"
"model_02","~name_special.building","~1","~1",-21223.8901660819,-19927.718207466,"name_special.building"
"model_03","~1","~name_special.building","~1",-20979.5401784056,-19367.2287176882,"name_special.building"
"model_04","~1","~1","~name_special.building",-20485.7839816669,-19071.0597097629,"name_special.building"
"model_05","~name_special.building","~name_special.building","~1",-21350.2750360817,-19176.8159591343,"name_special.building"
"model_06","~name_special.building","~1","~name_special.building",-20930.9509059811,-15627.7107582293,"name_special.building"
"model_07","~1","~name_special.building","~name_special.building",-18907.1287966718,-13556.4677236048,"name_special.building"
"model_02","~name_street.light","~1","~1",-20143.8937348998,-18610.6171497078,"name_street.light"
"model_03","~1","~name_street.light","~1",-21536.1164172604,-19410.0782656282,"name_street.light"
"model_04","~1","~1","~name_street.light",-17250.2049316275,-14017.6785226402,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",-22468.6273960579,-19631.2753646975,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",-20622.6605894142,-14750.3693378798,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",-15647.6326365683,-11103.12729386,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",-18791.5062821518,-14041.5102630776,"name_tenement"
"model_02","~name_tenement","~1","~1",-20088.2578386929,-18317.8766269248,"name_tenement"
"model_03","~1","~name_tenement","~1",-19927.2810077287,-18196.4172337233,"name_tenement"
"model_04","~1","~1","~name_tenement",-20039.0528723351,-17596.8752186014,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",-20301.9799068277,-17654.3115767281,"name_tenement"
"model_06","~name_tenement","~1","~name_tenement",-21227.5706828129,-18105.6930995611,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",-19224.325360138,-16055.026851571,"name_tenement"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light",-19504.5577276511,-15031.1837729156,"name_traffic.light"
"model_02","~name_traffic.light","~1","~1",-19887.9185867032,-18196.5722504605,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",-20119.7527655007,-18230.8192404446,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",-20512.6959800943,-18347.1403906994,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",-19459.6986488047,-16954.2930946508,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",-19907.3021932048,-17354.4757137356,"name_traffic.light"
"model_07","~1","~name_traffic.light","~name_traffic.light",-20213.8098570594,-17613.562452275,"name_traffic.light"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign",-20027.6993229386,-14779.7835880546,"name_traffic.sign"
"model_02","~name_traffic.sign","~1","~1",-20672.718466707,-19099.9244437524,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",-20225.0567895374,-18612.74532882,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",-20066.1662346625,-18216.750147369,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",-19905.6048464351,-17352.7783669659,"name_traffic.sign"
"model_06","~name_traffic.sign","~1","~name_traffic.sign",-21281.9074836164,-18065.1880497342,"name_traffic.sign"
"model_07","~1","~name_traffic.sign","~name_traffic.sign",-19832.5663600043,-17042.635253959,"name_traffic.sign"
"model_02","~name_tree","~1","~1",-19460.4388212361,-17808.609922756,"name_tree"
"model_03","~1","~name_tree","~1",-20479.798061458,-18986.0389140286,"name_tree"
"model_04","~1","~1","~name_tree",-20610.8954831215,-18682.4445203026,"name_tree"
"model_05","~name_tree","~name_tree","~1",-19767.0320787506,-17593.5730018031,"name_tree"
"model_06","~name_tree","~1","~name_tree",-19186.1522330273,-16538.4839029277,"name_tree"
"model_07","~1","~name_tree","~name_tree",-18784.1510808554,-16041.6409001253,"name_tree"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.",-18333.4614998314,-11591.7866175181,"name_tree..group."
"model_02","~name_tree..group.","~1","~1",-21566.2484795759,-19953.9370188586,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",-20410.0878153719,-18718.7414791292,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",-18940.1888646554,-16893.1855885486,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",-20537.7176579925,-18127.153954469,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",-19502.1097420405,-14767.9206980713,"name_tree..group."
"model_07","~1","~name_tree..group.","~name_tree..group.",-20509.4900262667,-17292.7705923845,"name_tree..group."
"model_01","~name_truck","~name_truck","~name_truck",-13752.4853250597,-5793.67335965581,"name_truck"
"model_02","~name_truck","~1","~1",-20545.1496692063,-19209.4602728277,"name_truck"
"model_03","~1","~name_truck","~1",-20283.3121860661,-18868.5879141621,"name_truck"
"model_04","~1","~1","~name_truck",-18655.8070305199,-16332.1816900743,"name_truck"
"model_05","~name_truck","~name_truck","~1",-19996.8041285926,-16874.9265453409,"name_truck"
"model_06","~name_truck","~1","~name_truck",-17329.1917351585,-11030.1121557872,"name_truck"
"model_07","~1","~name_truck","~name_truck",-14945.2300830302,-12155.298976985,"name_truck"
"model_01","~object","~object","~object",-23208.8971413373,-18735.5231866019,"object"
"model_02","~object","~1","~1",-20933.1407338821,-19439.3815864528,"object"
"model_03","~1","~object","~1",-19205.3890374581,-17514.0427012154,"object"
"model_04","~1","~1","~object",-18998.157284145,-16872.1191325128,"object"
"model_05","~object","~object","~1",-20735.4246253927,-18182.5981459236,"object"
"model_06","~object","~1","~object",-23345.4596246166,-19891.6355641583,"object"
"model_07","~1","~object","~object",-19951.2594198622,-16734.53998598,"object"
"model_01","~velocity","~velocity","~velocity",-16229.2968412294,-11755.922886494,"velocity"
"model_02","~velocity","~1","~1",-19423.1136751,-17889.837089908,"velocity"
"model_03","~1","~velocity","~1",-19069.226011961,-17575.4668645316,"velocity"
"model_04","~1","~1","~velocity",-20767.3983006627,-19273.6391532333,"velocity"
"model_05","~velocity","~velocity","~1",-20365.0044204839,-17812.1779410147,"velocity"
"model_06","~velocity","~1","~velocity",-19754.2663594878,-16916.9143281273,"velocity"
"model_07","~1","~velocity","~velocity",-18756.0082998434,-16629.9701482112,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",-22705.2299809148,-18674.4513291214,"vertical_down"
"model_02","~vertical_down","~1","~1",-20692.9445256264,-19238.7028159598,"vertical_down"
"model_03","~1","~vertical_down","~1",-19494.9076133032,-17685.0089637724,"vertical_down"
"model_04","~1","~1","~vertical_down",-19244.1583202769,-16762.4632287805,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",-20585.9121350252,-17890.8228796104,"vertical_down"
"model_06","~vertical_down","~1","~vertical_down",-22981.2320841099,-19290.3033970755,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",-19679.6519526991,-16083.5651162951,"vertical_down"
"model_02","~vertical_up","~1","~1",-20701.086678521,-19246.8449688543,"vertical_up"
"model_03","~1","~vertical_up","~1",-20941.7966072839,-19210.9328332784,"vertical_up"
"model_04","~1","~1","~vertical_up",-20529.7760241528,-18719.877374622,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",-20929.0015614266,-18423.5960072727,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",-21164.6436349355,-17995.3451263685,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",-20340.8308987717,-17645.7416433568,"vertical_up"
