"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_05","~name_special.building","~name_special.building","~1",-12181.0620134302,-10976.9351713102,"name_special.building"
"model_01","~name_street.light","~name_street.light","~name_street.light",-16174.3424071879,-14515.9641216334,"name_street.light"
"model_02","~name_street.light","~1","~1",-13020.2524958308,-12306.4287990051,"name_street.light"
"model_03","~1","~name_street.light","~1",-14221.1462307066,-13399.1674283013,"name_street.light"
"model_04","~1","~1","~name_street.light",-16834.9457434927,-15616.3982206288,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",-13096.2664687773,-12065.1877955847,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",-14377.6757632203,-12740.9284987817,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",-16627.9309106853,-15467.0661107971,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",-17406.1937020634,-15949.7049469242,"name_tenement"
"model_02","~name_tenement","~1","~1",-13439.9830057938,-12762.211010828,"name_tenement"
"model_03","~1","~name_tenement","~1",-13803.4467419929,-13089.6230451673,"name_tenement"
"model_04","~1","~1","~name_tenement",-12852.6756702151,-11994.64516595,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",-12971.8884713303,-12113.8579670651,"name_tenement"
"model_06","~name_tenement","~1","~name_tenement",-18488.397748409,-17024.6986528979,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",-14473.0795461623,-13355.476788506,"name_tenement"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light",-15034.871914798,-13679.3279248665,"name_traffic.light"
"model_02","~name_traffic.light","~1","~1",-13055.3707205004,-12377.5987255346,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",-12113.6602012152,-11435.8882062494,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",-15501.1194268709,-14715.1923263255,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",-12786.6352926992,-11798.8186617384,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",-17230.1944273773,-15939.5435007935,"name_traffic.light"
"model_07","~1","~name_traffic.light","~name_traffic.light",-17516.815437017,-16355.9506371289,"name_traffic.light"
"model_02","~name_traffic.sign","~1","~1",-13626.7450837792,-12732.6628776541,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",-15496.4147734566,-14530.2291636118,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",-17734.2503710447,-16768.0647611999,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",-16747.2080497249,-15672.8673343004,"name_traffic.sign"
"model_01","~name_tree","~name_tree","~name_tree",-16417.7364031044,-14052.7447610962,"name_tree"
"model_02","~name_tree","~1","~1",-14024.0518848055,-13310.2281879798,"name_tree"
"model_03","~1","~name_tree","~1",-13256.0214531126,-12397.9909488474,"name_tree"
"model_04","~1","~1","~name_tree",-14918.1568369081,-13879.8678233435,"name_tree"
"model_05","~name_tree","~name_tree","~1",-13985.692039898,-12521.9929443868,"name_tree"
"model_06","~name_tree","~1","~name_tree",-14614.8771661457,-12761.8196905478,"name_tree"
"model_07","~1","~name_tree","~name_tree",-17742.6734207316,-16322.2363674522,"name_tree"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.",-14124.2290140111,-12263.9611980413,"name_tree..group."
"model_02","~name_tree..group.","~1","~1",-14552.1122640909,-13766.1851635455,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",-15018.127440451,-14232.2003399056,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",-17263.3446580643,-16189.0039426399,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",-15361.1928702338,-14200.3280703456,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",-14503.0084154727,-13082.5713621934,"name_tree..group."
"model_07","~1","~name_tree..group.","~name_tree..group.",-14474.1832625688,-13053.7462092895,"name_tree..group."
"model_01","~name_truck","~name_truck","~name_truck",-14253.4510607791,-12292.2384796016,"name_truck"
"model_02","~name_truck","~1","~1",-13566.5247589497,-12816.6493602642,"name_truck"
"model_03","~1","~name_truck","~1",-13897.1096475547,-12822.7689321303,"name_truck"
"model_04","~1","~1","~name_truck",-15413.0463426903,-14230.5505216862,"name_truck"
"model_05","~name_truck","~name_truck","~1",-15793.6727937024,-14373.2357404231,"name_truck"
"model_06","~name_truck","~1","~name_truck",-13139.8510570961,-11762.6760460486,"name_truck"
"model_07","~1","~name_truck","~name_truck",-15841.2680067193,-14334.3068689763,"name_truck"
"model_02","~object","~1","~1",-12128.685771093,-11450.9137761272,"object"
"model_03","~1","~object","~1",-13067.5812559819,-12173.4990498569,"object"
"model_04","~1","~1","~object",-18079.5543536747,-17149.4204456898,"object"
"model_05","~object","~object","~1",-14121.6520627768,-13177.097474048,"object"
"model_06","~object","~1","~object",-16953.5668288491,-15446.6056911061,"object"
"model_07","~1","~object","~object",-13663.9199437916,-12589.5792283672,"object"
"model_01","~velocity","~velocity","~velocity",-20029.9481322505,-17564.0117250346,"velocity"
"model_02","~velocity","~1","~1",-14695.1231911948,-13837.0926869297,"velocity"
"model_03","~1","~velocity","~1",-13299.8900313641,-12405.807825239,"velocity"
"model_04","~1","~1","~velocity",-19733.9744779306,-18263.0650420474,"velocity"
"model_05","~velocity","~velocity","~1",-12992.2416531814,-12090.9491066844,"velocity"
"model_06","~velocity","~1","~velocity",-15625.2319231805,-14031.7467009737,"velocity"
"model_07","~1","~velocity","~velocity",-22544.3985418407,-20431.7688128517,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",-19621.5125761218,-18013.6066731711,"vertical_down"
"model_02","~vertical_down","~1","~1",-12082.2432137027,-11476.5746224567,"vertical_down"
"model_03","~1","~vertical_down","~1",-13441.0535915672,-12619.0747891619,"vertical_down"
"model_04","~1","~1","~vertical_down",-15886.7815177501,-14992.6993116251,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",-14767.2553275109,-13606.3905276227,"vertical_down"
"model_06","~vertical_down","~1","~vertical_down",-18992.0551130204,-17441.8319330455,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",-16255.331305849,-15137.7285481926,"vertical_down"
"model_01","~vertical_up","~vertical_up","~vertical_up",-15558.9699048437,-13951.064001893,"vertical_up"
"model_02","~vertical_up","~1","~1",-13006.9945060766,-12293.170809251,"vertical_up"
"model_03","~1","~vertical_up","~1",-12984.6065584142,-12306.8345634485,"vertical_up"
"model_04","~1","~1","~vertical_up",-16990.1836726129,-16023.9980627681,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",-12176.0242188783,-11231.4696301495,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",-15831.9052574703,-14541.2543308865,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",-16693.6372098314,-15446.2483254795,"vertical_up"
