"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_07","~1","~name_car","~name_car",99.5228259055388,2936.87485726601,"name_car"
"model_01","~name_car..group.","~name_car..group.","~name_car..group.",1577.23996400623,5608.01861579965,"name_car..group."
"model_02","~name_car..group.","~1","~1",-468.597776054219,985.643933612429,"name_car..group."
"model_03","~1","~name_car..group.","~1",-135.162683804209,1081.97439928635,"name_car..group."
"model_04","~1","~1","~name_car..group.",1170.14167903562,2940.52289080372,"name_car..group."
"model_05","~name_car..group.","~name_car..group.","~1",43.3088838541302,1647.71685701896,"name_car..group."
"model_06","~name_car..group.","~1","~name_car..group.",874.588452051901,3474.83585683629,"name_car..group."
"model_07","~1","~name_car..group.","~name_car..group.",1079.32676294946,3821.83694367949,"name_car..group."
"model_01","~name_electric.pole","~name_electric.pole","~name_electric.pole",749.090258527778,4392.59802024693,"name_electric.pole"
"model_02","~name_electric.pole","~1","~1",267.926101410047,1722.16781107669,"name_electric.pole"
"model_03","~1","~name_electric.pole","~1",-623.996097783632,869.763049645696,"name_electric.pole"
"model_04","~1","~1","~name_electric.pole",1201.86307922044,3644.0407329541,"name_electric.pole"
"model_05","~name_electric.pole","~name_electric.pole","~1",434.234988925738,2418.01036461231,"name_electric.pole"
"model_06","~name_electric.pole","~1","~name_electric.pole",1253.33085020174,3948.42010561656,"name_electric.pole"
"model_01","~name_fence","~name_fence","~name_fence",1884.64287796261,6800.61213564008,"name_fence"
"model_02","~name_fence","~1","~1",-256.73052349183,1355.58093722554,"name_fence"
"model_03","~1","~name_fence","~1",-589.604625276878,627.532457813686,"name_fence"
"model_04","~1","~1","~name_fence",1013.50724943078,3455.68490316444,"name_fence"
"model_05","~name_fence","~name_fence","~1",160.523345790782,2239.14057210778,"name_fence"
"model_06","~name_fence","~1","~name_fence",3898.58285997447,7826.61617358493,"name_fence"
"model_07","~1","~name_fence","~name_fence",311.430460433344,3101.3615664786,"name_fence"
"model_01","~name_house","~name_house","~name_house",65.6437463924939,4262.39563678918,"name_house"
"model_02","~name_house","~1","~1",-801.485395556297,534.204000822309,"name_house"
"model_03","~1","~name_house","~1",-656.229822601353,363.320071675808,"name_house"
"model_04","~1","~1","~name_house",1102.01814435399,2872.39935612208,"name_house"
"model_05","~name_house","~name_house","~1",-307.055512083419,1297.35246108141,"name_house"
"model_06","~name_house","~1","~name_house",283.047805635954,3736.87186609424,"name_house"
"model_07","~1","~name_house","~name_house",-431.829818874743,2452.94313780094,"name_house"
"model_01","~name_house..group.","~name_house..group.","~name_house..group.",173.334545140128,3982.81554546254,"name_house..group."
"model_02","~name_house..group.","~1","~1",-926.702796058115,408.986600320491,"name_house..group."
"model_03","~1","~name_house..group.","~1",-536.934753346173,917.306956320474,"name_house..group."
"model_04","~1","~1","~name_house..group.",-555.759660868168,858.964611035798,"name_house..group."
"model_05","~name_house..group.","~name_house..group.","~1",-565.029033517062,1039.37893964777,"name_house..group."
"model_06","~name_house..group.","~1","~name_house..group.",-256.788679539401,2248.61687461455,"name_house..group."
"model_07","~1","~name_house..group.","~name_house..group.",-278.797884628902,1515.2937897968,"name_house..group."
"model_02","~name_person","~1","~1",-771.460090907587,564.229305471019,"name_person"
"model_03","~1","~name_person","~1",-657.773125692898,1033.57321054983,"name_person"
"model_04","~1","~1","~name_person",422.674563276399,1876.91627294305,"name_person"
"model_05","~name_person","~name_person","~1",-136.588444232249,2273.97525929127,"name_person"
"model_06","~name_person","~1","~name_person",975.552089215753,3243.85301679362,"name_person"
"model_07","~1","~name_person","~name_person",1262.65932151615,3768.0648756701,"name_person"
"model_02","~name_special.building","~1","~1",-543.654651066014,594.447556499188,"name_special.building"
"model_03","~1","~name_special.building","~1",-648.378801544895,489.723406020307,"name_special.building"
"model_04","~1","~1","~name_special.building",-221.334127150459,1193.39014475351,"name_special.building"
"model_05","~name_special.building","~name_special.building","~1",-683.595271079147,825.970851455254,"name_special.building"
"model_01","~name_street.light","~name_street.light","~name_street.light",908.320739857241,3998.58437289887,"name_street.light"
"model_02","~name_street.light","~1","~1",-1249.81060246694,-32.673519376377,"name_street.light"
"model_03","~1","~name_street.light","~1",-1180.67430089265,313.084846536678,"name_street.light"
"model_04","~1","~1","~name_street.light",632.564458604364,2402.94567037246,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",-1096.38078187282,887.39459381375,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",1203.91712746402,3614.48083098753,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",1130.28982915039,3872.80000988042,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",360.274926289772,4114.43151374443,"name_tenement"
"model_02","~name_tenement","~1","~1",-467.35743801506,1026.40170941427,"name_tenement"
"model_03","~1","~name_tenement","~1",-749.196829317031,744.562318112297,"name_tenement"
"model_04","~1","~1","~name_tenement",712.955134705502,2680.923535287,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",-330.343796233879,1416.3269528766,"name_tenement"
"model_06","~name_tenement","~1","~name_tenement",374.693450397754,3449.15010833431,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",1111.44138001891,4138.47711264025,"name_tenement"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light",4662.27156264784,9910.18729753183,"name_traffic.light"
"model_02","~name_traffic.light","~1","~1",-245.53610274359,932.083542584293,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",258.392518523426,2265.8783568676,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",1441.90796072174,3686.498425642,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",-467.848729458494,1895.29404874981,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",1217.95342972664,3438.83343198929,"name_traffic.light"
"model_07","~1","~name_traffic.light","~name_traffic.light",2597.12454331536,5719.00212656713,"name_traffic.light"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign",361.145072981016,3894.00400896466,"name_traffic.sign"
"model_02","~name_traffic.sign","~1","~1",-239.886776543873,1293.38980864814,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",-834.498030643307,817.330867836743,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",-119.379988585569,1334.86172108108,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",-182.629633677696,2275.35499516104,"name_traffic.sign"
"model_06","~name_traffic.sign","~1","~name_traffic.sign",909.368199518903,4031.24578277067,"name_traffic.sign"
"model_07","~1","~name_traffic.sign","~name_traffic.sign",-731.5058925719,1868.74151221249,"name_traffic.sign"
"model_01","~name_tree","~name_tree","~name_tree",-760.465749448085,2163.82464499028,"name_tree"
"model_02","~name_tree","~1","~1",-750.451227140189,664.273044763778,"name_tree"
"model_03","~1","~name_tree","~1",-1131.63684950515,401.639735686855,"name_tree"
"model_04","~1","~1","~name_tree",560.736675954483,2252.08301219721,"name_tree"
"model_05","~name_tree","~name_tree","~1",-805.161914598704,1510.55993829438,"name_tree"
"model_06","~name_tree","~1","~name_tree",-334.07127677035,2029.07150143795,"name_tree"
"model_07","~1","~name_tree","~name_tree",-549.397459500141,1908.58716933859,"name_tree"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.",612.084134345313,4808.836024742,"name_tree..group."
"model_02","~name_tree..group.","~1","~1",-576.000496860849,1036.31096385652,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",-635.434280503599,1095.42949350181,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",-248.101553504994,1522.2796582631,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",-167.479349266377,2290.50527957236,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",-271.245352581596,2281.58112688757,"name_tree..group."
"model_07","~1","~name_tree..group.","~name_tree..group.",886.363213701591,3771.13617037728,"name_tree..group."
"model_02","~name_truck","~1","~1",-148.56563063784,1187.12376574077,"name_truck"
"model_03","~1","~name_truck","~1",-712.82323531019,899.48822540718,"name_truck"
"model_04","~1","~1","~name_truck",1050.70141654321,2939.63494159934,"name_truck"
"model_05","~name_truck","~name_truck","~1",-916.128333942537,1257.3307430049,"name_truck"
"model_01","~object","~object","~object",1570.34631795754,6154.36909842849,"object"
"model_02","~object","~1","~1",-522.759962687669,773.411995928256,"object"
"model_03","~1","~object","~1",-1468.41980797535,262.443966030059,"object"
"model_04","~1","~1","~object",64.6415925397893,1993.0925553586,"object"
"model_05","~object","~object","~1",-201.882960829219,2161.25981737908,"object"
"model_06","~object","~1","~object",734.149955148663,4187.97401560695,"object"
"model_07","~1","~object","~object",-1197.47406934264,1118.24778355045,"object"
"model_01","~velocity","~velocity","~velocity",-102.284456699249,7192.6345542916,"velocity"
"model_02","~velocity","~1","~1",-114.343478351326,1300.38079355264,"velocity"
"model_03","~1","~velocity","~1",279.627004967848,2010.49077897326,"velocity"
"model_04","~1","~1","~velocity",-578.295571084316,2417.12621132688,"velocity"
"model_05","~velocity","~velocity","~1",1063.3932140484,3853.32432009366,"velocity"
"model_06","~velocity","~1","~velocity",-1914.01111091472,3057.28255963051,"velocity"
"model_07","~1","~velocity","~velocity",1424.78871424946,5874.4522063273,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",262.230551936861,4514.3068552013,"vertical_down"
"model_02","~vertical_down","~1","~1",-751.958390680239,544.213567935686,"vertical_down"
"model_03","~1","~vertical_down","~1",-1433.6228751058,139.171147848893,"vertical_down"
"model_04","~1","~1","~vertical_down",423.122368922302,2272.53845621576,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",-432.069943817175,1931.07283439113,"vertical_down"
"model_06","~vertical_down","~1","~vertical_down",978.980204516675,4100.85778776844,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",-1003.87359192822,1169.58548501922,"vertical_down"
"model_01","~vertical_up","~vertical_up","~vertical_up",4980.76768138366,9620.11487472237,"vertical_up"
"model_02","~vertical_up","~1","~1",198.645764889473,1218.19565916663,"vertical_up"
"model_03","~1","~vertical_up","~1",-1301.28990120632,469.091310561772,"vertical_up"
"model_04","~1","~1","~vertical_up",41.2437724565604,2127.7644863261,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",-512.846643076368,2324.5053882841,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",2114.380731584,5852.73034393358,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",714.653820337766,3599.42677701345,"vertical_up"
